,,,,
,Ngày,Mã Cửa Hàng,Doanh Thu,Chi Phí
,5-Jan,CH 1681,28159,24875
,5-Jan,CH 1682,10629,8634
,5-Jan,CH 1683,41760,34434
,5-Jan,CH 1684,25227,23522
,5-Jan,CH 1685,35968,33381
,5-Jan,CH 1686,10959,9099
,5-Jan,CH 1687,24898,20509
,5-Jan,CH 1688,12994,11484
,5-Jan,CH 1689,28708,25859
,5-Jan,CH 1690,2274,2077
,5-Jan,CH 1691,30670,26619
,5-Jan,CH 1692,22136,18147
,5-Jan,CH 1693,40863,36209
,5-Jan,CH 1694,17788,15953
,5-Jan,CH 1695,21999,17749
,5-Jan,CH 1696,33676,30528
,5-Jan,CH 1697,40842,33833
,5-Jan,CH 1698,20717,16611
,5-Jan,CH 1699,18247,15723
,5-Jan,CH 1700,41944,37637
,5-Jan,CH 1701,21310,19316
,5-Jan,CH 1702,19139,15809
,5-Jan,CH 1703,18590,15562
,5-Jan,CH 1704,32119,29199
,5-Jan,CH 1705,20428,17426
,5-Jan,CH 1706,40710,34330
,5-Jan,CH 1707,24700,21496
,5-Jan,CH 1708,33025,29571
,5-Jan,CH 1709,35775,33121
,5-Jan,CH 1710,13548,12514
,5-Jan,CH 1711,17001,15767
,5-Jan,CH 1712,17211,15320
,5-Jan,CH 1713,11547,10800
,5-Jan,CH 1714,26842,25077
,5-Jan,CH 1715,34892,31361
,5-Jan,CH 1716,16242,14898
,5-Jan,CH 1717,32616,29892
,5-Jan,CH 1718,15596,14761
,5-Jan,CH 1719,28764,23659
,5-Jan,CH 1720,15155,12695
,5-Jan,CH 1721,13651,11131
,5-Jan,CH 1722,4989,4232
,5-Jan,CH 1723,11291,10054
,5-Jan,CH 1724,32262,27881
,5-Jan,CH 1725,15394,12329
,5-Jan,CH 1726,43360,37815
,5-Jan,CH 1727,25890,22961
,5-Jan,CH 1728,44461,40976
,5-Jan,CH 1729,28787,25513
,5-Jan,CH 1730,29857,27644
,5-Jan,CH 1731,26060,22464
,5-Jan,CH 1732,28671,24009
,5-Jan,CH 1733,7225,6149
,5-Jan,CH 1734,16445,14825
,5-Jan,CH 1735,25275,23910
,5-Jan,CH 1736,27169,24289
,5-Jan,CH 1737,10188,8616
,5-Jan,CH 1738,8021,7160
,5-Jan,CH 1739,27575,24051
,5-Jan,CH 1740,6830,5931
,5-Jan,CH 1741,33667,31409
,5-Jan,CH 1742,45846,42255
,5-Jan,CH 1743,9062,8593
,5-Jan,CH 1744,27482,24551
,5-Jan,CH 1745,33778,30082
,5-Jan,CH 1746,16851,15763
,5-Jan,CH 1747,24019,21573
,5-Jan,CH 1748,26374,22816
,5-Jan,CH 1749,39594,34604
,5-Jan,CH 1750,7755,6345
,5-Jan,CH 1751,13961,11452
,5-Jan,CH 1752,19999,17637
,5-Jan,CH 1753,32205,27044
,5-Jan,CH 1754,42857,35734
,5-Jan,CH 1755,37553,31239
,5-Jan,CH 1756,11131,9826
,5-Jan,CH 1757,32206,26203
,5-Jan,CH 1758,35346,31430
,5-Jan,CH 1759,26297,22393
,5-Jan,CH 1760,2457,2329
,5-Jan,CH 1761,23545,18936
,5-Jan,CH 1762,7112,5934
,5-Jan,CH 1763,21829,19808
,5-Jan,CH 1764,29747,28110
,5-Jan,CH 1765,48310,39141
,5-Jan,CH 1766,35206,30152
,5-Jan,CH 1767,16366,13689
,5-Jan,CH 1768,32206,25902
,5-Jan,CH 1769,40456,37480
,5-Jan,CH 1770,11294,9083
,5-Jan,CH 1771,42381,40245
,5-Jan,CH 1772,32379,27886
,5-Jan,CH 1773,33078,27359
,5-Jan,CH 1774,29761,24644
,5-Jan,CH 1775,49896,47103
,5-Jan,CH 1776,44985,37509
,5-Jan,CH 1777,30300,28193
,5-Jan,CH 1778,17327,15880
,5-Jan,CH 1779,52217,45211
,5-Jan,CH 1780,18882,16955
,5-Jan,CH 1781,14461,13246
,5-Jan,CH 1782,30774,25562
,5-Jan,CH 1783,36334,33424
,5-Jan,CH 1784,31228,28500
,5-Jan,CH 1785,20468,18316
,5-Jan,CH 1786,11057,9961
,5-Jan,CH 1787,18646,16186
,5-Jan,CH 1788,25128,21598
,5-Jan,CH 1789,16407,14661
,5-Jan,CH 1790,35668,28774
,5-Jan,CH 1791,9453,7568
,5-Jan,CH 1792,8040,7242
,5-Jan,CH 1793,53688,49149
,5-Jan,CH 1794,53068,44084
,5-Jan,CH 1795,30510,25818
,5-Jan,CH 1796,28439,26652
,5-Jan,CH 1797,53745,46064
,5-Jan,CH 1798,43958,39605
,5-Jan,CH 1799,35639,33217
,5-Jan,CH 1800,16284,13078
,5-Jan,CH 1801,23190,19060
,5-Jan,CH 1802,37182,33831
,5-Jan,CH 1803,40902,35879
,5-Jan,CH 1804,38818,34492
,5-Jan,CH 1805,17469,15004
,5-Jan,CH 1806,34586,32031
,5-Jan,CH 1807,12630,10587
,5-Jan,CH 1808,46040,38714
,5-Jan,CH 1809,63708,53545
,5-Jan,CH 1810,4551,4133
,5-Jan,CH 1811,33595,31518
,5-Jan,CH 1812,39436,34165
,5-Jan,CH 1813,33972,28812
,5-Jan,CH 1814,22184,20244
,5-Jan,CH 1815,35159,32452
,5-Jan,CH 1816,10259,8224
,5-Jan,CH 1817,19897,17066
,5-Jan,CH 1818,32500,28636
,5-Jan,CH 1819,28834,24173
,5-Jan,CH 1820,52508,45446
,5-Jan,CH 1821,3408,3005
,5-Jan,CH 1822,11683,9899
,5-Jan,CH 1823,21581,20433
,5-Jan,CH 1824,35713,30301
,5-Jan,CH 1825,47100,38225
,5-Jan,CH 1826,5936,5273
,5-Jan,CH 1827,45721,37443
,5-Jan,CH 1828,35313,30273
,5-Jan,CH 1829,25891,21201
,5-Jan,CH 1830,27630,24708
,5-Jan,CH 1831,26645,24363
,5-Jan,CH 1832,28265,25390
,5-Jan,CH 1833,31254,28595
,5-Jan,CH 1834,35429,28676
,5-Jan,CH 1835,16620,15566
,5-Jan,CH 1836,34551,31510
,5-Jan,CH 1837,39980,33570
,5-Jan,CH 1838,38819,35964
,5-Jan,CH 1839,44990,42368
,5-Jan,CH 1840,29149,25299
,5-Jan,CH 1841,39564,33757
,5-Jan,CH 1842,41467,35724
,5-Jan,CH 1843,28820,23821
,5-Jan,CH 1844,30033,25794
,5-Jan,CH 1845,42602,34364
,5-Jan,CH 1846,14623,12930
,5-Jan,CH 1847,30446,25201
,5-Jan,CH 1848,13135,11258
,5-Jan,CH 1849,38341,31117
,5-Jan,CH 1850,17807,14482
,5-Jan,CH 1851,23483,19244
,5-Jan,CH 1852,33579,31074
,5-Jan,CH 1853,29544,27670
,5-Jan,CH 1854,5221,4358
,5-Jan,CH 1855,33123,27033
,5-Jan,CH 1856,39678,33120
,5-Jan,CH 1857,17657,15338
,5-Jan,CH 1858,52221,43044
,5-Jan,CH 1859,3552,2907
,5-Jan,CH 1860,40873,36734
,5-Jan,CH 1861,25066,22239
,5-Jan,CH 1862,33814,30943
,5-Jan,CH 1863,24968,22194
,5-Jan,CH 1864,7161,6675
,5-Jan,CH 1865,44425,37053
,5-Jan,CH 1866,14398,13532
,5-Jan,CH 1867,15541,13621
,5-Jan,CH 1868,6514,5842
,5-Jan,CH 1869,11881,10174
,5-Jan,CH 1870,2062,1956
,5-Jan,CH 1871,42937,37027
,5-Jan,CH 1872,42041,39839
,5-Jan,CH 1873,25154,23767
,5-Jan,CH 1874,34550,29748
,5-Jan,CH 1875,45943,42505
,5-Jan,CH 1876,50089,45546
,5-Jan,CH 1877,28047,24239
,5-Jan,CH 1878,24652,22908
,5-Jan,CH 1879,37746,33659
,5-Jan,CH 1880,29818,27479
,5-Jan,CH 1881,10920,9358
,5-Jan,CH 1882,37567,30820
,5-Jan,CH 1883,17640,15185
,5-Jan,CH 1884,47804,40228
,5-Jan,CH 1885,4977,4208
,5-Jan,CH 1886,32307,26976
,5-Jan,CH 1887,44206,36532
,5-Jan,CH 1888,48912,45624
,5-Jan,CH 1889,32728,29954
,5-Jan,CH 1890,32999,26783
,5-Jan,CH 5813,8628,8059
,5-Jan,CH 1891,18605,16709
,5-Jan,CH 5890,413,378
,5-Jan,CH 1892,13085,10918
,5-Jan,CH 1893,13271,12257
,5-Jan,CH 1894,13480,11268
,5-Jan,CH 1895,36913,34252
,5-Jan,CH 1896,19477,17741
,5-Jan,CH 1897,31833,28036
,5-Jan,CH 1898,18175,16539
,5-Jan,CH 1899,33596,31231
,5-Jan,CH 1900,37729,30434
,5-Jan,CH 1901,12987,11977
,5-Jan,CH 1902,18627,15455
,5-Jan,CH 1903,46938,38141
,5-Jan,CH 1904,19640,17138
,5-Jan,CH 1905,20929,18851
,5-Jan,CH 1906,43472,37655
,5-Jan,CH 1907,31074,26836
,5-Jan,CH 1908,19521,16487
,5-Jan,CH 1909,51179,40974
,5-Jan,CH 1910,32017,28146
,5-Jan,CH 5814,13806,12208
,5-Jan,CH 1911,16234,14440
,5-Jan,CH 1912,44233,39986
,5-Jan,CH 1913,53412,48488
,5-Jan,CH 1914,28995,25086
,5-Jan,CH 1915,38339,33047
,5-Jan,CH 1916,18207,15864
,5-Jan,CH 1917,17257,16148
,5-Jan,CH 1918,29959,27272
,5-Jan,CH 1919,50731,44562
,5-Jan,CH 1920,22761,19441
,5-Jan,CH 1921,24324,19866
,5-Jan,CH 1922,37716,33903
,5-Jan,CH 1923,36460,32413
,5-Jan,CH 1924,11871,10737
,5-Jan,CH 1925,20452,17580
,5-Jan,CH 1926,31068,25743
,5-Jan,CH 1927,28800,26335
,5-Jan,CH 1928,30356,25452
,5-Jan,CH 1929,55794,51099
,5-Jan,CH 1930,32907,30873
,5-Jan,CH 1931,13744,12319
,5-Jan,CH 1932,16303,15189
,5-Jan,CH 1933,41058,35264
,5-Jan,CH 1934,26599,24106
,5-Jan,CH 1935,16284,14429
,5-Jan,CH 1936,37943,33781
,5-Jan,CH 1937,27084,24098
,5-Jan,CH 1938,34294,28371
,5-Jan,CH 1939,47809,40024
,5-Jan,CH 1940,27212,23397
,5-Jan,CH 1941,48652,45425
,5-Jan,CH 1942,29496,25922
,5-Jan,CH 1943,23216,19189
,5-Jan,CH 1944,31402,26196
,5-Jan,CH 1945,14092,11824
,5-Jan,CH 1946,17881,15442
,5-Jan,CH 1947,17753,14808
,5-Jan,CH 1948,12961,10685
,5-Jan,CH 1949,4962,4334
,5-Jan,CH 1950,5257,4235
,5-Jan,CH 1951,48220,41308
,5-Jan,CH 1952,30894,28221
,5-Jan,CH 1953,7462,6803
,5-Jan,CH 1954,18948,17658
,5-Jan,CH 1955,17549,15110
,5-Jan,CH 1956,34675,30190
,5-Jan,CH 1957,37937,31532
,5-Jan,CH 1958,7890,7292
,5-Jan,CH 1959,33217,27965
,5-Jan,CH 1960,29835,25202
,5-Jan,CH 1961,28016,23463
,5-Jan,CH 1962,29242,23920
,5-Jan,CH 1963,40310,37644
,5-Jan,CH 1964,21231,17438
,5-Jan,CH 1965,33630,28946
,5-Jan,CH 1966,22129,20045
,5-Jan,CH 1967,1086,1023
,5-Jan,CH 1968,27316,24974
,5-Jan,CH 1969,46280,37618
,5-Jan,CH 1970,28906,25513
,5-Jan,CH 1971,19178,16092
,5-Jan,CH 1972,5985,5669
,5-Jan,CH 1973,32970,27104
,5-Jan,CH 1974,44415,41393
,5-Jan,CH 1975,12777,10978
,5-Jan,CH 1976,36202,34110
,5-Jan,CH 1977,45463,42548
,5-Jan,CH 1978,38004,31010
,5-Jan,CH 1979,12859,10713
,5-Jan,CH 1980,26880,24763
,5-Jan,CH 1981,46618,40227
,5-Jan,CH 1982,366,303
,5-Jan,CH 1983,15058,14135
,5-Jan,CH 1984,35677,31393
,5-Jan,CH 1985,13155,11135
,5-Jan,CH 1986,52743,44992
,5-Jan,CH 1987,30346,27795
,5-Jan,CH 1988,18457,16328
,5-Jan,CH 1989,18130,16974
,5-Jan,CH 1990,31221,26869
,5-Jan,CH 1991,25804,22093
,5-Jan,CH 1992,34717,30810
,5-Jan,CH 1993,19315,17499
,5-Jan,CH 1994,13521,11616
,5-Jan,CH 1995,16922,14452
,5-Jan,CH 1996,41205,36699
,5-Jan,CH 1997,1566,1263
,5-Jan,CH 1998,41,34
,5-Jan,CH 1999,5027,4275
,5-Jan,CH 2000,40716,33616
,5-Jan,CH 2001,36663,29977
,5-Jan,CH 2002,32119,27059
,5-Jan,CH 2003,45730,40290
,5-Jan,CH 2004,167,154
,5-Jan,CH 2005,19503,15884
,5-Jan,CH 2006,43196,36476
,5-Jan,CH 2007,8036,6464
,5-Jan,CH 2008,7838,7194
,5-Jan,CH 2009,9880,8551
,5-Jan,CH 2010,39059,32267
,5-Jan,CH 2011,17570,16161
,5-Jan,CH 2012,9922,9062
,5-Jan,CH 2013,17817,16393
,5-Jan,CH 2014,26142,21295
,5-Jan,CH 2015,52920,44201
,5-Jan,CH 2016,2106,1823
,5-Jan,CH 2017,39840,37348
,5-Jan,CH 2018,21979,18274
,5-Jan,CH 2019,20768,19710
,5-Jan,CH 2020,32,26
,5-Jan,CH 2021,25855,21814
,5-Jan,CH 2022,23857,21761
,5-Jan,CH 2023,10901,9466
,5-Jan,CH 2024,34589,30857
,5-Jan,CH 2025,37805,32870
,5-Jan,CH 2026,15399,13404
,5-Jan,CH 2027,8809,7585
,5-Jan,CH 2028,20129,17071
,5-Jan,CH 2029,40237,35339
,5-Jan,CH 2030,12402,10178
,5-Jan,CH 2031,7398,6503
,5-Jan,CH 2032,14884,12740
,5-Jan,CH 2033,31000,24821
,5-Jan,CH 2034,26813,21926
,5-Jan,CH 2035,28742,25065
,5-Jan,CH 2036,20137,16498
,5-Jan,CH 2037,20003,16061
,5-Jan,CH 2038,7398,6162
,5-Jan,CH 2039,21035,17452
,5-Jan,CH 2041,31299,25185
,5-Jan,CH 2042,26306,24616
,5-Jan,CH 2043,24562,21400
,5-Jan,CH 2044,15876,13903
,5-Jan,CH 2045,39965,37807
,5-Jan,CH 2046,34157,31924
,5-Jan,CH 2047,33042,27680
,5-Jan,CH 2048,24319,19729
,5-Jan,CH 2049,50587,41176
,5-Jan,CH 2050,45764,39721
,5-Jan,CH 2051,47805,41737
,5-Jan,CH 2052,21600,18699
,5-Jan,CH 2053,6963,6317
,5-Jan,CH 2054,36150,31988
,5-Jan,CH 2055,9972,9422
,5-Jan,CH 2056,8139,6760
,5-Jan,CH 2057,17024,14590
,5-Jan,CH 2058,2191,1975
,5-Jan,CH 2059,10461,8394
,5-Jan,CH 2060,3661,3041
,5-Jan,CH 5891,898,742
,5-Jan,CH 2061,47931,44089
,5-Jan,CH 2062,46731,37622
,5-Jan,CH 2063,25668,23263
,5-Jan,CH 2064,18550,16119
,5-Jan,CH 2065,42587,37681
,5-Jan,CH 2066,25368,21018
,5-Jan,CH 2067,13156,11028
,5-Jan,CH 2068,21439,18375
,5-Jan,CH 2069,37055,32909
,5-Jan,CH 5815,18604,16551
,5-Jan,CH 2070,18308,16973
,5-Jan,CH 2071,16463,14792
,5-Jan,CH 2073,13580,12563
,5-Jan,CH 2074,12481,11492
,5-Jan,CH 2075,20988,17786
,5-Jan,CH 2076,10583,9410
,5-Jan,CH 2077,13609,11818
,5-Jan,CH 2078,17790,16028
,5-Jan,CH 2079,25448,23775
,5-Jan,CH 2080,25121,22902
,5-Jan,CH 5889,11430,10737
,5-Jan,CH 2081,20661,17979
,5-Jan,CH 2082,27228,24487
,5-Jan,CH 2083,38332,34389
,5-Jan,CH 2084,5974,5047
,5-Jan,CH 2085,10502,9565
,5-Jan,CH 2086,38181,31500
,5-Jan,CH 2087,3046,2607
,5-Jan,CH 2088,10286,9489
,5-Jan,CH 2089,49764,40847
,5-Jan,CH 2090,5781,5278
,5-Jan,CH 2091,15337,13725
,5-Jan,CH 2092,29319,23526
,5-Jan,CH 2093,21333,18602
,5-Jan,CH 2094,12505,10999
,5-Jan,CH 2095,25894,24078
,5-Jan,CH 2096,6744,5965
,5-Jan,CH 2097,11484,9352
,5-Jan,CH 2098,37060,31066
,5-Jan,CH 2099,40738,38623
,5-Jan,CH 2100,37230,31423
,5-Jan,CH 2101,7428,6229
,5-Jan,CH 2102,8623,7152
,5-Jan,CH 2103,30271,27077
,5-Jan,CH 2104,18752,17434
,5-Jan,CH 2105,20561,17147
,5-Jan,CH 2106,9173,7346
,5-Jan,CH 2107,7604,7034
,5-Jan,CH 2108,28827,23691
,5-Jan,CH 2109,5726,5084
,5-Jan,CH 2110,11955,11219
,5-Jan,CH 2111,22095,19521
,5-Jan,CH 2112,33076,28959
,5-Jan,CH 2113,12056,9833
,5-Jan,CH 2114,23744,20753
,5-Jan,CH 2115,25909,22840
,5-Jan,CH 2116,39305,32696
,5-Jan,CH 2117,33213,30443
,5-Jan,CH 2118,22158,18571
,5-Jan,CH 2119,18316,16782
,5-Jan,CH 2120,43215,36544
,5-Jan,CH 2121,11147,9837
,5-Jan,CH 2122,22485,19293
,5-Jan,CH 2123,18455,17367
,5-Jan,CH 2124,9033,7324
,5-Jan,CH 5892,6551,5750
,5-Jan,CH 2125,20048,17273
,5-Jan,CH 2126,26552,24587
,5-Jan,CH 2127,26222,23545
,5-Jan,CH 2128,34899,30023
,5-Jan,CH 2129,20491,17542
,5-Jan,CH 2130,44032,35385
,5-Jan,CH 2131,21299,17808
,5-Jan,CH 2132,12497,11471
,5-Jan,CH 2133,47110,41486
,5-Jan,CH 2134,21798,19264
,5-Jan,CH 2135,11030,9765
,5-Jan,CH 2136,592,543
,6-Jan,CH 2137,30090,25280
,6-Jan,CH 2138,35464,29270
,6-Jan,CH 2139,37325,34166
,6-Jan,CH 2140,30947,25120
,6-Jan,CH 2141,29485,26821
,6-Jan,CH 2142,36389,31604
,6-Jan,CH 2143,22217,17957
,6-Jan,CH 2144,41768,37682
,6-Jan,CH 2145,21967,18924
,6-Jan,CH 2146,35237,30926
,6-Jan,CH 2147,31897,26244
,6-Jan,CH 2148,16997,13930
,6-Jan,CH 2149,32247,28495
,6-Jan,CH 2150,29375,26577
,6-Jan,CH 2151,10669,9878
,6-Jan,CH 2152,27407,25898
,6-Jan,CH 2153,11173,10450
,6-Jan,CH 2154,34262,29322
,6-Jan,CH 2155,33494,29197
,6-Jan,CH 2156,15461,14225
,6-Jan,CH 2157,44330,37644
,6-Jan,CH 2158,19958,16575
,6-Jan,CH 2159,29419,25002
,6-Jan,CH 2160,13053,11631
,6-Jan,CH 2161,14808,12955
,6-Jan,CH 2162,46070,41643
,6-Jan,CH 2163,29034,25293
,6-Jan,CH 2164,27771,24223
,6-Jan,CH 2165,26875,22888
,6-Jan,CH 2166,23012,21820
,6-Jan,CH 2167,28466,24278
,6-Jan,CH 2168,30442,24509
,6-Jan,CH 2169,29767,25645
,6-Jan,CH 2170,29618,23807
,6-Jan,CH 2171,24163,20173
,6-Jan,CH 2172,22702,18965
,6-Jan,CH 2173,32213,30281
,6-Jan,CH 2174,10923,10027
,6-Jan,CH 2175,17372,14748
,6-Jan,CH 2176,21611,17302
,6-Jan,CH 2177,36802,30969
,6-Jan,CH 2178,28325,26544
,6-Jan,CH 2179,25,23
,6-Jan,CH 2180,4770,4160
,6-Jan,CH 2181,3092,2813
,6-Jan,CH 2182,13078,12031
,6-Jan,CH 2183,73,64
,6-Jan,CH 2184,2000,1718
,6-Jan,CH 2185,549,512
,6-Jan,CH 2186,2484,2102
,6-Jan,CH 2187,4658,4129
,6-Jan,CH 2188,10503,8613
,6-Jan,CH 2189,47615,40169
,6-Jan,CH 2190,27167,23222
,6-Jan,CH 2191,18865,15183
,6-Jan,CH 2192,3790,3506
,6-Jan,CH 2193,5864,5478
,6-Jan,CH 2194,15629,12557
,6-Jan,CH 2195,31888,29526
,6-Jan,CH 2196,3067,2872
,6-Jan,CH 2197,24648,21455
,6-Jan,CH 2198,18089,17071
,6-Jan,CH 2199,12461,11212
,6-Jan,CH 2200,17712,16231
,6-Jan,CH 2201,30425,27025
,6-Jan,CH 2202,40674,33525
,6-Jan,CH 2203,48012,41937
,6-Jan,CH 2204,18591,17626
,6-Jan,CH 2205,24380,20012
,6-Jan,CH 2206,21736,19586
,6-Jan,CH 2207,12889,11414
,6-Jan,CH 2208,18222,16460
,6-Jan,CH 2209,25052,20909
,6-Jan,CH 2210,29486,25034
,6-Jan,CH 2211,19825,16722
,6-Jan,CH 2212,28809,27063
,6-Jan,CH 2213,49044,46455
,6-Jan,CH 2214,19928,17161
,6-Jan,CH 2215,20381,17002
,6-Jan,CH 2216,37236,30732
,6-Jan,CH 2217,39752,32443
,6-Jan,CH 2218,36048,30055
,6-Jan,CH 2219,27495,25880
,6-Jan,CH 2220,27723,24160
,6-Jan,CH 2221,21542,19889
,6-Jan,CH 2222,10088,8785
,6-Jan,CH 2223,19378,15982
,6-Jan,CH 2224,54527,49901
,6-Jan,CH 2225,10140,8880
,6-Jan,CH 2226,40608,37087
,6-Jan,CH 2227,12894,12146
,6-Jan,CH 2228,15944,14598
,6-Jan,CH 2229,8376,7630
,6-Jan,CH 2230,34505,32204
,6-Jan,CH 2231,6423,5827
,6-Jan,CH 2232,12887,11609
,6-Jan,CH 2233,19509,15652
,6-Jan,CH 2234,49274,41627
,6-Jan,CH 2235,25280,23021
,6-Jan,CH 2236,3611,3034
,6-Jan,CH 2237,44037,40412
,6-Jan,CH 2238,14781,13308
,6-Jan,CH 2239,24561,19908
,6-Jan,CH 2240,31535,25493
,6-Jan,CH 2241,2517,2141
,6-Jan,CH 2242,22899,18963
,6-Jan,CH 2243,21122,17004
,6-Jan,CH 2244,8150,7090
,6-Jan,CH 2245,7024,5626
,6-Jan,CH 2246,20095,17762
,6-Jan,CH 2247,23767,20810
,6-Jan,CH 2248,13120,11111
,6-Jan,CH 2249,18002,15144
,6-Jan,CH 2250,31639,27375
,6-Jan,CH 2251,29778,24766
,6-Jan,CH 2252,18794,15246
,6-Jan,CH 2253,29418,25367
,6-Jan,CH 2254,28632,24700
,6-Jan,CH 2255,12519,10250
,6-Jan,CH 2256,26102,21506
,6-Jan,CH 2257,38654,34482
,6-Jan,CH 2258,8390,7556
,6-Jan,CH 2259,40744,38533
,6-Jan,CH 2260,35187,28766
,6-Jan,CH 2261,19248,17400
,6-Jan,CH 2262,21394,19440
,6-Jan,CH 2263,17866,15217
,6-Jan,CH 2264,24971,23716
,6-Jan,CH 2265,16069,13479
,6-Jan,CH 2266,18490,14998
,6-Jan,CH 2267,2504,2338
,6-Jan,CH 2268,20538,16644
,6-Jan,CH 2269,20989,16992
,6-Jan,CH 2270,24840,22348
,6-Jan,CH 2271,19574,16383
,6-Jan,CH 2272,16599,15474
,6-Jan,CH 2273,4042,3272
,6-Jan,CH 2274,14453,13493
,6-Jan,CH 2275,34906,28810
,6-Jan,CH 2276,51529,46615
,6-Jan,CH 2277,2457,2240
,6-Jan,CH 2278,4699,4316
,6-Jan,CH 2279,15128,13874
,6-Jan,CH 2280,1322,1210
,6-Jan,CH 2281,4567,3903
,6-Jan,CH 2282,12572,10974
,6-Jan,CH 2283,468,409
,6-Jan,CH 2284,6420,5986
,6-Jan,CH 2285,2653,2442
,6-Jan,CH 2286,8377,7408
,6-Jan,CH 2287,2764,2337
,6-Jan,CH 2288,6887,6433
,6-Jan,CH 2289,34104,32053
,6-Jan,CH 2290,1993,1793
,6-Jan,CH 2291,6519,5394
,6-Jan,CH 2292,16672,14790
,6-Jan,CH 2293,16430,15568
,6-Jan,CH 2294,2048,1943
,6-Jan,CH 2295,9262,8532
,6-Jan,CH 2296,3613,3428
,6-Jan,CH 2297,5672,4870
,6-Jan,CH 2298,48212,44853
,6-Jan,CH 2299,24545,20039
,6-Jan,CH 2300,1852,1651
,6-Jan,CH 2301,23138,21038
,6-Jan,CH 2302,43233,35518
,6-Jan,CH 2303,18455,15436
,6-Jan,CH 2304,8739,7760
,6-Jan,CH 2305,56158,51057
,6-Jan,CH 2306,27568,24594
,6-Jan,CH 2307,10116,8866
,6-Jan,CH 2308,17466,14141
,6-Jan,CH 2309,5436,4930
,6-Jan,CH 2310,10438,9337
,6-Jan,CH 2311,6516,5376
,6-Jan,CH 2312,25728,21134
,6-Jan,CH 2313,17208,14713
,6-Jan,CH 2314,4611,4123
,6-Jan,CH 2315,21902,17747
,6-Jan,CH 2316,27427,24039
,6-Jan,CH 2317,3970,3178
,6-Jan,CH 2318,6613,5293
,6-Jan,CH 2319,13128,11596
,6-Jan,CH 2320,24846,20267
,6-Jan,CH 2321,4837,4123
,6-Jan,CH 2322,18454,17172
,6-Jan,CH 2323,16463,14316
,6-Jan,CH 2324,21778,19850
,6-Jan,CH 2325,19054,16419
,6-Jan,CH 2326,43001,36441
,6-Jan,CH 2327,30948,25076
,6-Jan,CH 2328,4656,4251
,6-Jan,CH 2329,11053,10173
,6-Jan,CH 2330,9844,8316
,6-Jan,CH 2331,4908,3962
,6-Jan,CH 2332,24893,21971
,6-Jan,CH 2333,10139,8185
,6-Jan,CH 2334,22132,19507
,6-Jan,CH 2335,14831,12593
,6-Jan,CH 2336,24217,22591
,6-Jan,CH 2337,10242,8851
,6-Jan,CH 2338,22751,19324
,6-Jan,CH 2339,12392,11237
,6-Jan,CH 2340,21147,17163
,6-Jan,CH 2341,26407,22784
,6-Jan,CH 2342,48619,42547
,6-Jan,CH 2343,6661,5887
,6-Jan,CH 2344,30184,26393
,6-Jan,CH 2345,25565,21158
,6-Jan,CH 2346,2277,1834
,6-Jan,CH 2347,26534,23848
,6-Jan,CH 2348,3199,2620
,6-Jan,CH 2349,5607,5156
,6-Jan,CH 2350,25242,23954
,6-Jan,CH 2351,6611,5456
,6-Jan,CH 2352,22824,20999
,6-Jan,CH 2353,25767,22873
,6-Jan,CH 2354,20656,17698
,6-Jan,CH 2355,27231,24317
,6-Jan,CH 2356,28307,25496
,6-Jan,CH 2357,24310,20476
,6-Jan,CH 2358,25673,21168
,6-Jan,CH 2359,12024,10779
,6-Jan,CH 2360,14211,11787
,6-Jan,CH 2361,41268,35216
,6-Jan,CH 2362,30064,26368
,6-Jan,CH 2363,30004,24180
,6-Jan,CH 2364,17254,14715
,6-Jan,CH 2365,12014,10845
,6-Jan,CH 2366,8205,7461
,6-Jan,CH 2367,7764,6345
,6-Jan,CH 2368,8025,6715
,6-Jan,CH 2369,33381,31084
,6-Jan,CH 2370,33240,29862
,6-Jan,CH 2371,18522,15010
,6-Jan,CH 2372,22955,19525
,6-Jan,CH 2373,21245,19058
,6-Jan,CH 2374,5125,4803
,6-Jan,CH 2375,10377,9162
,6-Jan,CH 2376,16951,16064
,6-Jan,CH 2377,11232,9514
,6-Jan,CH 2378,17048,15933
,6-Jan,CH 2379,20480,18864
,6-Jan,CH 2380,17519,15947
,6-Jan,CH 2381,7057,6345
,6-Jan,CH 2382,51247,42108
,6-Jan,CH 2383,20681,18998
,6-Jan,CH 2384,2641,2136
,6-Jan,CH 2385,26822,22460
,6-Jan,CH 2386,12169,9744
,6-Jan,CH 2387,1097,985
,6-Jan,CH 2388,10839,9042
,6-Jan,CH 2389,8468,7255
,6-Jan,CH 2390,12131,11329
,6-Jan,CH 2391,8748,7686
,6-Jan,CH 2392,3487,3167
,6-Jan,CH 2393,32214,29538
,6-Jan,CH 2394,2161,1877
,6-Jan,CH 2395,26699,25336
,6-Jan,CH 2396,8925,7696
,6-Jan,CH 2397,28979,25105
,6-Jan,CH 2398,13800,12242
,6-Jan,CH 2399,19188,17171
,6-Jan,CH 2400,33903,29855
,6-Jan,CH 2401,24406,20646
,6-Jan,CH 2402,1354,1251
,6-Jan,CH 2403,17447,14688
,6-Jan,CH 2404,7417,6203
,6-Jan,CH 2405,1778,1566
,6-Jan,CH 2406,4608,4184
,6-Jan,CH 2407,4975,4360
,6-Jan,CH 2408,35113,29001
,6-Jan,CH 2409,34962,29109
,6-Jan,CH 2410,22507,21135
,6-Jan,CH 2411,31935,28406
